timestamp,user_id,amount,receiver_id,device_id,sender_location,receiver_location,transaction_type,hour,dayofweek,is_night,is_weekend,amount_over_user_avg,z_amount_user,is_new_receiver,device_changed,time_since_last_tx_minutes,velocity_1h,velocity_24h,is_large_tx,is_local_transfer,receiver_risk_score,is_fraud
2025-01-09 23:01:00,u_0,19.3,r_103,device_34,Kolkata,Kolkata,Merchant,23,3,1,0,-0.9870295268447576,-0.6495660963399488,1,1,907.0,0,1,0,1,0.23021955938411898,0
2025-01-09 23:34:00,u_0,2667.26,r_126,device_30,Pune,Pune,Merchant,23,3,1,0,0.7925193900544936,0.5215585881377413,1,1,33.0,1,2,0,1,0.16696115066177164,0
2025-01-10 15:44:00,u_0,566.26,r_100,device_6,Chennai,Bengaluru,P2P,15,4,0,0,-0.6194476617156717,-0.4076597392114735,1,1,970.0,0,2,0,0,0.15343642897898235,0
2025-01-11 23:50:00,u_0,2667.8,r_115,device_7,Kolkata,Kolkata,Other,23,5,1,1,0.7928822944847439,0.5217974162656653,1,1,1926.0,0,0,0,1,0.974091700824828,0
2025-01-12 20:15:00,u_0,73.47,r_100,device_34,Chennai,Pune,P2P,20,6,0,1,-0.9506248361287225,-0.6256080969146717,0,1,1225.0,0,1,0,0,0.15343642897898235,0
2025-01-13 00:16:00,u_0,19.17,r_32,device_9,Pune,Kolkata,P2P,0,0,1,0,-0.9871168927261141,-0.6496235920003749,1,1,241.0,0,1,0,0,0.4238958493035061,0
2025-01-13 15:40:00,u_0,51.47,r_189,device_20,Kolkata,Kolkata,Bill,15,0,0,0,-0.9654098314352163,-0.6353381317560247,1,1,924.0,0,2,0,1,0.06314389459318814,0
2025-01-14 02:55:00,u_0,2947.47,r_41,device_31,Pune,Mumbai,Bill,2,1,1,0,0.980833187092341,0.6454882728148108,1,1,675.0,0,1,0,0,0.49158648445304653,0
2025-01-15 12:48:00,u_0,2484.83,r_95,device_25,Ahmedabad,Ahmedabad,Other,12,2,0,0,0.6699181767015989,0.44087448558737596,1,1,2033.0,0,0,0,1,0.2883433738314306,0
2025-01-15 22:36:00,u_0,124.22,r_161,device_30,Kolkata,Kolkata,Bill,22,2,0,0,-0.9165185401376059,-0.6031626756329141,1,1,588.0,0,1,0,1,0.21161633079315834,0
2025-01-16 09:22:00,u_0,7081.14,r_190,device_24,Kolkata,Mumbai,Bill,9,3,0,0,3.758846439301184,2.4737043238446197,1,1,646.0,0,2,0,0,0.20743238090945026,0
2025-01-16 09:36:00,u_0,1069.21,r_171,device_10,Chennai,Chennai,Merchant,9,3,0,0,-0.2814425076519856,-0.18521787450881402,1,1,14.0,1,3,0,1,0.5790205290874577,0
2025-01-19 10:18:00,u_0,5353.01,r_184,device_15,Ahmedabad,Ahmedabad,P2P,10,6,0,1,2.597464896618854,1.70939681882701,0,1,4362.0,0,0,0,1,0.07722502885996829,0
2025-01-22 05:04:00,u_0,435.84,r_195,device_34,Delhi,Chennai,Other,5,2,0,0,-0.7070958020735323,-0.4653411548482582,1,1,4006.0,0,0,0,0,0.5908502617649928,0
2025-01-22 09:46:00,u_0,63.87,r_151,device_19,Hyderabad,Hyderabad,P2P,9,2,0,0,-0.9570764704442836,-0.6298539302999895,1,1,282.0,0,1,0,1,0.8880644909969506,0
2025-01-22 12:21:00,u_0,243.4,r_187,device_8,Bengaluru,Delhi,Bill,12,2,0,0,-0.8364241882908813,-0.550452423251439,1,1,155.0,0,2,0,0,0.10983295563651851,0
2025-01-23 06:37:00,u_0,51.07,r_174,device_5,Chennai,Ahmedabad,Bill,6,3,0,0,-0.9656786495316981,-0.635515041480413,1,1,1096.0,0,2,0,0,0.4963021388561344,0
2025-01-23 07:59:00,u_0,14.56,r_195,device_41,Chennai,Kolkata,Other,7,3,0,0,-0.9902150212880659,-0.6516624765739494,0,1,82.0,0,3,0,0,0.5908502617649928,0
2025-01-24 01:21:00,u_0,163.82,r_193,device_33,Kolkata,Delhi,P2P,1,4,1,0,-0.889905548585917,-0.5856486129184787,1,1,1042.0,0,2,0,0,0.2901322635135366,0
2025-01-24 06:51:00,u_0,288.49,r_101,device_24,Chennai,Chennai,Other,6,4,0,0,-0.806121668364981,-0.530510274569775,1,1,330.0,0,2,0,1,0.4858514520459515,0
2025-01-24 13:33:00,u_0,52.79,r_177,device_24,Hyderabad,Ahmedabad,Merchant,13,4,0,0,-0.9645227317168268,-0.6347543296655436,1,0,402.0,0,2,0,0,0.9485194794601078,0
2025-01-26 05:14:00,u_0,2882.55,r_160,device_5,Bengaluru,Bengaluru,Merchant,5,6,0,1,0.9372040100333602,0.6167758245466001,1,1,2381.0,0,0,0,1,0.9265090200842696,0
2025-01-26 06:04:00,u_0,8120.69,r_94,device_29,Bengaluru,Bengaluru,P2P,6,6,0,1,4.457471069795079,2.9334705838140986,1,1,50.0,1,1,0,1,0.7601007353505792,0
2025-01-26 06:53:00,u_0,1559.1,r_85,device_38,Bengaluru,Bengaluru,Other,6,6,0,1,0.047785735561572756,0.031447887692569426,1,1,49.0,1,2,0,1,0.7820259933038469,0
2025-01-28 07:50:00,u_0,2726.53,r_54,device_1,Pune,Delhi,P2P,7,1,0,0,0.8323515115006704,0.5477721865489683,1,1,2937.0,0,0,0,0,0.2779079474190187,0
2025-01-28 19:20:00,u_0,20.22,r_132,device_3,Ahmedabad,Ahmedabad,P2P,19,1,0,0,-0.9864112452228497,-0.6491592039738557,1,1,690.0,0,1,0,1,0.5176215323018064,0
2025-01-29 03:55:00,u_0,745.59,r_199,device_8,Mumbai,Pune,P2P,3,2,1,0,-0.49892978861051046,-0.32834668702511716,1,1,515.0,0,2,0,0,0.8045814861807467,0
2025-01-30 15:44:00,u_0,22.73,r_12,device_21,Kolkata,Hyderabad,Other,15,3,0,0,-0.984724411667427,-0.6480490954533196,1,1,2149.0,0,0,0,0,0.7660104897954417,0
2025-01-30 16:35:00,u_0,409.34,r_78,device_46,Pune,Mumbai,P2P,16,3,0,0,-0.7249050009654454,-0.4770614240889789,1,1,51.0,1,1,0,0,0.5736618252200245,0
2025-01-31 09:46:00,u_0,588.78,r_106,device_5,Bengaluru,Bengaluru,P2P,9,4,0,0,-0.6043132028837517,-0.3976997217284158,1,1,1031.0,0,2,0,1,0.8514198015038584,0
2025-01-31 17:30:00,u_0,225.02,r_31,device_37,Kolkata,Hyderabad,Merchant,17,4,0,0,-0.8487763798242158,-0.5585814250870784,1,1,464.0,0,1,0,0,0.8520256613739633,0
2025-02-01 11:04:00,u_0,658.34,r_147,device_40,Chennai,Chennai,Merchant,11,5,0,1,-0.5575657359055828,-0.36693512065730133,1,1,1054.0,0,1,0,1,0.37111836892148375,0
2025-02-03 00:36:00,u_0,12.01,r_39,device_40,Bengaluru,Hyderabad,Bill,0,0,1,0,-0.9919287366531367,-0.6527902760669243,1,0,2252.0,0,0,0,0,0.45710277452211234,0
2025-02-03 12:09:00,u_0,180.78,r_156,device_2,Hyderabad,Chennai,P2P,12,0,0,0,-0.8785076612950926,-0.5781476406044175,1,1,693.0,0,1,0,0,0.30118241820943825,0
2025-02-04 19:56:00,u_0,1760.12,r_80,device_43,Hyderabad,Delhi,Other,19,1,0,0,0.18288026994845452,0.12035386968387791,1,1,1907.0,0,0,0,0,0.8105287147557956,0
2025-02-04 21:06:00,u_0,406.77,r_177,device_10,Bengaluru,Bengaluru,Other,21,1,0,0,-0.7266321572353402,-0.4781980690681733,0,1,70.0,0,1,0,1,0.9485194794601078,0
2025-02-05 08:14:00,u_0,75.86,r_166,device_35,Delhi,Delhi,Bill,8,2,0,0,-0.9490186480022443,-0.6245510613114521,1,1,668.0,0,2,0,1,0.49378206355223053,0
2025-02-05 19:50:00,u_0,708.38,r_80,device_27,Chennai,Delhi,Merchant,19,2,0,0,-0.5239365920357213,-0.34480371413633293,0,1,696.0,0,3,0,0,0.8105287147557956,0
2025-02-06 09:26:00,u_0,289.28,r_48,device_35,Hyderabad,Hyderabad,Merchant,9,3,0,0,-0.8055907526244296,-0.5301608778641081,1,1,816.0,0,1,0,1,0.5629788204485953,0
2025-02-07 03:16:00,u_0,4103.41,r_77,device_5,Bengaluru,Bengaluru,Other,3,4,1,0,1.7576771632100014,1.1567308398381575,1,1,1070.0,0,1,0,1,0.48182724694152346,0
2025-02-08 21:56:00,u_0,1022.34,r_151,device_43,Pune,Pune,Merchant,21,5,0,1,-0.31294126810722955,-0.2059472714640057,0,1,2560.0,0,0,0,1,0.8880644909969506,0
2025-02-09 06:32:00,u_0,44.14,r_138,device_12,Ahmedabad,Ahmedabad,P2P,6,6,0,1,-0.9703359230532436,-0.6385800024554392,1,1,516.0,0,1,0,1,0.2538212652794656,0
2025-02-09 17:13:00,u_0,2393.4,r_13,device_42,Pune,Pune,Other,17,6,0,1,0.608473080298293,0.40043734533533476,1,1,641.0,0,2,0,1,0.98352746043538,0
2025-02-10 01:42:00,u_0,316.83,r_122,device_39,Delhi,Bengaluru,Merchant,1,0,1,0,-0.787075906229252,-0.5179762205968684,1,1,509.0,0,2,0,0,0.5507598845614244,0
2025-02-10 09:18:00,u_0,84.1,r_193,device_23,Kolkata,Hyderabad,Bill,9,0,0,0,-0.9434809952147212,-0.6209067209890544,0,1,456.0,0,2,0,0,0.2901322635135366,0
2025-02-10 16:37:00,u_0,53.08,r_17,device_28,Delhi,Delhi,Bill,16,0,0,0,-0.9643278385968775,-0.6346260701153621,1,1,439.0,0,3,0,1,0.9697570841444421,0
2025-02-11 13:34:00,u_0,36.02,r_16,device_33,Bengaluru,Bengaluru,P2P,13,1,0,0,-0.9757929304118224,-0.6421712698605204,1,1,1257.0,0,1,0,1,0.2254540558069994,0
2025-02-11 17:42:00,u_0,3552.65,r_78,device_7,Delhi,Kolkata,Bill,17,1,0,0,1.3875415261643396,0.913143840327994,0,1,248.0,0,1,0,0,0.5736618252200245,0
2025-02-11 22:48:00,u_0,50.93,r_41,device_21,Delhi,Kolkata,Bill,22,1,0,0,-0.9657727358654666,-0.6355769598839489,0,1,306.0,0,2,0,0,0.49158648445304653,0
2025-02-11 23:42:00,u_0,8105.34,r_60,device_6,Ahmedabad,Delhi,Merchant,23,1,1,0,4.447155175342594,2.9266816731407004,1,1,54.0,1,3,0,0,0.9001956105876587,0
2025-02-13 12:01:00,u_0,110.56,r_90,device_28,Pune,Pune,Merchant,12,3,0,0,-0.9256986781324563,-0.6092041427207725,1,1,2179.0,0,0,0,1,0.3228027832804875,0
2025-02-14 01:32:00,u_0,54.84,r_38,device_30,Hyderabad,Mumbai,Bill,1,4,1,0,-0.963145038972358,-0.6338476673280539,1,1,811.0,0,1,0,0,0.3295670341833379,0
2025-02-15 17:29:00,u_0,2093.37,r_197,device_17,Bengaluru,Chennai,Other,17,5,0,1,0.4068393465797765,0.2677417838148278,1,1,2397.0,0,0,0,0,0.7131438397344823,0
2025-02-15 21:18:00,u_0,2449.6,r_104,device_13,Bengaluru,Kolkata,Bill,21,5,0,1,0.6462420228539726,0.42529316161188196,0,1,229.0,0,1,0,0,0.28582493556561706,0
2025-02-16 16:07:00,u_0,177.91,r_158,device_43,Hyderabad,Ahmedabad,Other,16,6,0,1,-0.8804364311373488,-0.579416967876903,1,1,1129.0,0,2,0,0,0.7534268329980062,0
2025-02-16 18:24:00,u_0,19.62,r_199,device_2,Ahmedabad,Mumbai,Merchant,18,6,0,1,-0.9868144723675724,-0.6494245685604382,0,1,137.0,0,2,0,0,0.8045814861807467,0
2025-02-16 18:42:00,u_0,29.88,r_191,device_39,Mumbai,Chennai,Merchant,18,6,0,1,-0.9799192881928164,-0.6448868341298798,1,1,18.0,1,3,0,0,0.968779801592391,0
2025-02-16 22:51:00,u_0,363.77,r_100,device_13,Pune,Chennai,Other,22,6,0,1,-0.7555301026071237,-0.4972158644399088,0,1,249.0,0,3,0,0,0.15343642897898235,0
2025-02-17 01:02:00,u_0,29.71,r_114,device_47,Kolkata,Chennai,Other,1,0,1,0,-0.9800335358838212,-0.6449620207627449,1,1,131.0,0,4,0,0,0.955298279422157,0
2025-02-17 07:06:00,u_0,732.52,r_1,device_18,Mumbai,Bengaluru,Other,7,0,0,0,-0.5077134199130503,-0.3341272122695028,1,1,364.0,0,5,0,0,0.9310743903641379,0
2025-02-17 21:36:00,u_0,9925.97,r_180,device_29,Pune,Chennai,Other,21,0,0,0,5.670700902836318,3.7318995519230893,1,1,870.0,0,3,1,0,0.6374195828926272,0
2025-02-18 04:37:00,u_0,1452.72,r_179,device_44,Hyderabad,Mumbai,Bill,4,1,1,0,-0.0237064371977371,-0.015601253508482139,1,1,421.0,0,2,0,0,0.3999885753655237,0
2025-02-19 09:23:00,u_0,620.38,r_6,device_46,Chennai,Pune,P2P,9,2,0,0,-0.5830765732616968,-0.38372385350174504,1,1,1726.0,0,0,0,0,0.14026848993931929,0
2025-02-19 11:28:00,u_0,905.41,r_87,device_36,Mumbai,Chennai,Other,11,2,0,0,-0.39152351816124453,-0.2576624066457971,1,1,125.0,0,1,0,0,0.3867914283827687,0
2025-02-19 18:34:00,u_0,3400.73,r_177,device_22,Hyderabad,Pune,Merchant,18,2,0,0,1.2854444131205873,0.8459535270053415,0,1,426.0,0,2,0,0,0.9485194794601078,0
2025-02-20 09:41:00,u_0,8362.36,r_129,device_1,Delhi,Delhi,Bill,9,3,0,0,4.619884243236915,3.0403550165463624,1,1,907.0,0,2,1,1,0.3151718776108928,0
2025-02-21 07:33:00,u_0,21.17,r_133,device_33,Mumbai,Bengaluru,Bill,7,4,0,0,-0.9857728022437057,-0.6487390433784337,1,1,1312.0,0,1,0,0,0.611157066339671,0
2025-02-21 16:35:00,u_0,91.67,r_135,device_33,Mumbai,Hyderabad,Other,16,4,0,0,-0.9383936127388048,-0.6175587044550069,1,0,542.0,0,1,0,0,0.5579156335922187,0
2025-02-22 16:06:00,u_0,579.34,r_158,device_8,Bengaluru,Ahmedabad,Merchant,16,5,0,1,-0.6106573099607199,-0.4018747912239781,0,1,1411.0,0,1,0,0,0.7534268329980062,0
2025-02-22 17:08:00,u_0,767.6,r_38,device_14,Ahmedabad,Ahmedabad,Bill,17,5,0,1,-0.4841380728516046,-0.3186122294406544,0,1,62.0,0,1,0,1,0.3295670341833379,0
2025-02-23 01:56:00,u_0,1420.17,r_13,device_39,Bengaluru,Kolkata,Merchant,1,6,1,1,-0.045581509798935965,-0.0299972823305749,0,1,528.0,0,2,0,0,0.98352746043538,0
2025-02-23 03:08:00,u_0,717.47,r_113,device_40,Pune,Delhi,Other,3,6,1,1,-0.5178277007931745,-0.3407834406496102,1,1,72.0,0,3,0,0,0.10974814941835043,0
2025-02-23 17:33:00,u_0,53.65,r_45,device_0,Kolkata,Pune,Bill,17,6,0,1,-0.9639447728093911,-0.6343739737581089,1,1,865.0,0,2,0,0,0.48022899247634754,0
2025-02-25 11:10:00,u_0,5064.43,r_39,device_5,Kolkata,Kolkata,P2P,11,1,0,0,2.4035260809121266,1.5817652981671162,0,1,2497.0,0,0,0,1,0.45710277452211234,0
2025-02-25 19:40:00,u_0,632.64,r_158,device_18,Ahmedabad,Hyderabad,P2P,19,1,0,0,-0.5748372986045325,-0.37830157044924556,0,1,510.0,0,1,0,0,0.7534268329980062,0
2025-02-27 07:50:00,u_0,7179.51,r_177,device_7,Delhi,Kolkata,P2P,7,3,0,0,3.824955529678448,2.517210847814797,0,1,2170.0,0,0,0,0,0.9485194794601078,0
2025-02-27 08:21:00,u_0,171.04,r_131,device_25,Chennai,Chennai,Other,8,3,0,0,-0.8850533819444222,-0.582455392393271,1,1,31.0,1,1,0,1,0.8379647840475324,0
2025-02-28 05:10:00,u_0,646.33,r_59,device_37,Hyderabad,Kolkata,Merchant,5,4,0,0,-0.565636999252446,-0.37224683513205814,1,1,1249.0,0,2,0,0,0.6578253038786692,0
2025-02-28 20:18:00,u_0,1081.16,r_175,device_45,Pune,Pune,P2P,20,4,0,0,-0.2734115670195945,-0.17993269649271543,1,1,908.0,0,1,0,1,0.06036912141355999,0
2025-03-02 23:09:00,u_0,366.58,r_60,device_33,Ahmedabad,Mumbai,Bill,23,6,1,1,-0.7536416554793398,-0.49597307362608145,0,1,3051.0,0,0,0,0,0.9001956105876587,0
2025-03-03 07:48:00,u_0,994.25,r_161,device_1,Delhi,Delhi,P2P,7,0,0,0,-0.3318190189326575,-0.21837075685916965,0,1,519.0,0,1,0,1,0.21161633079315834,0
2025-03-04 18:36:00,u_0,2114.95,r_103,device_37,Bengaluru,Chennai,Merchant,18,1,0,0,0.42134208288496455,0.27728606344557316,0,1,2088.0,0,0,0,0,0.23021955938411898,0
2025-03-05 04:33:00,u_0,1377.59,r_185,device_3,Ahmedabad,Bengaluru,Other,4,2,1,0,-0.07419719616941375,-0.0488293224917028,1,1,597.0,0,1,0,0,0.08454721395899423,0
2025-03-05 05:27:00,u_0,21.13,r_138,device_4,Pune,Chennai,P2P,5,2,0,0,-0.9857996840533537,-0.6487567343508724,0,1,54.0,1,2,0,0,0.2538212652794656,0
2025-03-06 03:25:00,u_0,453.48,r_48,device_25,Bengaluru,Kolkata,P2P,3,3,1,0,-0.695240924018689,-0.4575394360027369,0,1,1318.0,0,2,0,0,0.5629788204485953,0
2025-03-06 13:04:00,u_0,6587.5,r_145,device_44,Pune,Pune,P2P,13,3,0,0,3.4270980264331095,2.2553800329770963,1,1,579.0,0,1,0,1,0.16739761503130257,0
2025-03-07 19:18:00,u_0,110.92,r_43,device_31,Delhi,Delhi,P2P,19,4,0,0,-0.9254567418456227,-0.609044923968823,1,1,1814.0,0,0,0,1,0.8251961156423575,0
2025-03-08 03:43:00,u_0,221.5,r_63,device_0,Chennai,Chennai,Other,3,5,1,1,-0.8511419790732548,-0.560138230661695,1,1,505.0,0,1,0,1,0.9889773194140967,0
2025-03-08 06:43:00,u_0,607.72,r_10,device_6,Bengaluru,Ahmedabad,Other,6,5,0,1,-0.5915846660153428,-0.38932304627863273,1,1,180.0,0,2,0,0,0.4115670926576751,0
2025-03-08 16:28:00,u_0,2152.29,r_191,device_45,Hyderabad,Chennai,Other,16,5,0,1,0.446436252191532,0.29380058621721516,0,1,585.0,0,3,0,0,0.968779801592391,0
2025-03-08 17:18:00,u_0,6228.01,r_50,device_27,Pune,Pune,P2P,17,5,0,1,3.1855044826725876,2.0963868409262782,1,1,50.0,1,4,0,1,0.9888613788938206,0
2025-03-09 08:09:00,u_0,858.73,r_187,device_29,Kolkata,Chennai,P2P,8,6,0,1,-0.4228945900206597,-0.27830777148190433,0,1,891.0,0,2,0,0,0.10983295563651851,0
2025-03-09 12:25:00,u_0,5763.83,r_55,device_40,Kolkata,Hyderabad,Bill,12,6,0,1,2.873554522610391,1.8910919512599484,1,1,256.0,0,3,0,0,0.8546266037862802,0
2025-03-10 02:44:00,u_0,1002.45,r_26,device_3,Kolkata,Bengaluru,P2P,2,0,1,0,-0.3263082479547824,-0.21474410750921077,1,1,859.0,0,2,0,0,0.15808613484786005,0
2025-03-10 23:19:00,u_0,10.88,r_70,device_10,Delhi,Delhi,Merchant,23,0,1,0,-0.9926881477756975,-0.6532900460383211,1,1,1235.0,0,1,0,1,0.7467424672325398,0
2025-03-12 07:57:00,u_0,4637.98,r_183,device_40,Hyderabad,Hyderabad,P2P,7,2,0,0,2.1169323878005666,1.3931574182537068,1,1,1958.0,0,0,0,1,0.6043996219997566,0
2025-03-12 14:48:00,u_0,10.36,r_10,device_28,Mumbai,Mumbai,Merchant,14,2,0,0,-0.9930376113011239,-0.6535200286800259,0,1,411.0,0,1,0,1,0.4115670926576751,0
2025-03-15 00:02:00,u_0,5219.03,r_42,device_43,Chennai,Delhi,Other,0,5,1,1,2.5074242752023057,1.6501409066431696,1,1,3434.0,0,0,0,0,0.5532082833370082,0
2025-03-15 20:00:00,u_0,92.17,r_90,device_25,Kolkata,Ahmedabad,Bill,20,5,0,1,-0.9380575901182027,-0.6173375672995216,0,1,1198.0,0,1,0,0,0.3228027832804875,0
2025-03-18 14:37:00,u_0,702.66,r_73,device_25,Hyderabad,Hyderabad,Merchant,14,1,0,0,-0.5277806908154097,-0.3473335231950847,1,0,3997.0,0,0,0,1,0.6610932666568193,0
2025-03-20 00:07:00,u_0,5985.14,r_35,device_8,Pune,Ahmedabad,Bill,0,3,1,0,3.0222848549413075,1.9889716790208505,1,1,2010.0,0,0,0,0,0.9814513907890439,0
2025-03-20 07:55:00,u_0,5781.78,r_106,device_47,Pune,Pune,Merchant,7,3,0,0,2.8856177346900074,1.8990307751418705,0,1,468.0,0,1,0,1,0.8514198015038584,0
2025-03-21 23:09:00,u_0,895.17,r_168,device_4,Hyderabad,Hyderabad,Other,23,4,1,0,-0.39840526143117627,-0.262191295590136,1,1,2354.0,0,0,0,1,0.19058031512536622,0
2025-03-22 00:49:00,u_0,12.84,r_60,device_46,Kolkata,Kolkata,P2P,0,5,1,1,-0.9913709391029373,-0.6524231883888187,0,1,100.0,0,1,0,1,0.9001956105876587,0
2025-03-22 21:18:00,u_0,546.15,r_192,device_27,Delhi,Delhi,Bill,21,5,0,1,-0.6329624915162896,-0.4165538756050921,1,1,1229.0,0,2,0,1,0.9445349808771494,0
2025-03-24 05:07:00,u_0,11.28,r_105,device_22,Kolkata,Ahmedabad,Merchant,5,0,0,0,-0.9924193296792159,-0.6531131363139329,1,1,1909.0,0,0,0,0,0.3398542445612237,0
2025-03-24 08:01:00,u_0,890.38,r_67,device_10,Hyderabad,Hyderabad,Other,8,0,0,0,-0.4016243581365447,-0.2643097895396851,1,1,174.0,0,1,0,1,0.7739843283561157,0
2025-03-24 10:49:00,u_0,5167.77,r_84,device_8,Delhi,Kolkata,Merchant,10,0,0,0,2.4729752361381756,1.6274699254628173,1,1,168.0,0,2,0,0,0.2797603489803754,0
2025-03-25 19:49:00,u_0,30.02,r_127,device_49,Pune,Delhi,Merchant,19,1,0,0,-0.9798252018590479,-0.644824915726344,1,1,1980.0,0,0,0,0,0.24743030247773334,0
2025-03-26 03:17:00,u_0,365.34,r_102,device_36,Hyderabad,Hyderabad,Other,3,2,1,0,-0.7544749915784331,-0.496521493771685,1,1,448.0,0,1,0,1,0.061985388897333404,0
2025-03-27 07:55:00,u_0,26.6,r_3,device_21,Mumbai,Mumbai,Other,7,3,0,0,-0.9821235965839665,-0.6463374938698635,1,1,1718.0,0,0,0,1,0.6776523330765523,0
2025-03-27 11:45:00,u_0,8212.91,r_79,device_24,Pune,Bengaluru,P2P,11,3,0,0,4.519447081938937,2.974257120771807,1,1,230.0,0,1,0,0,0.36506106876329936,0
2025-03-29 05:13:00,u_0,950.48,r_22,device_15,Pune,Pune,Bill,5,5,0,1,-0.36123443914016823,-0.23772910345035247,1,1,2488.0,0,0,0,1,0.4295563863321722,0
2025-03-29 07:31:00,u_0,349.77,r_39,device_41,Chennai,Hyderabad,P2P,7,5,0,1,-0.7649387359839835,-0.5034077047934971,0,1,138.0,0,1,0,0,0.45710277452211234,0
2025-03-29 08:05:00,u_0,983.45,r_46,device_9,Kolkata,Chennai,Other,8,5,0,1,-0.3390771075376635,-0.22314731941765203,1,1,34.0,1,2,0,0,0.9901809155691851,0
2025-03-30 01:21:00,u_0,1392.9,r_44,device_7,Kolkata,Delhi,Bill,1,6,1,1,-0.06390818352657632,-0.04205810279074295,1,1,1036.0,0,3,0,0,0.31528718769808317,0
2025-03-30 08:20:00,u_0,57.83,r_14,device_24,Kolkata,Kolkata,P2P,8,6,0,1,-0.9611356237011572,-0.6325252671382519,1,1,419.0,0,1,0,1,0.8236970670802367,0
2025-03-30 19:24:00,u_0,409.45,r_70,device_33,Hyderabad,Mumbai,Bill,19,6,0,1,-0.7248310759889128,-0.4770127739147721,0,1,664.0,0,2,0,0,0.7467424672325398,0
2025-03-30 19:27:00,u_0,1191.47,r_171,device_10,Delhi,Bengaluru,Bill,19,6,0,1,-0.19927825646235187,-0.1311454172495494,0,1,3.0,1,3,0,0,0.5790205290874577,0
2025-03-30 21:05:00,u_0,111.89,r_13,device_30,Ahmedabad,Bengaluru,P2P,21,6,0,1,-0.9248048579616545,-0.6086159178871815,0,1,98.0,0,4,0,0,0.98352746043538,0
2025-03-31 03:04:00,u_0,3391.01,r_173,device_24,Bengaluru,Bengaluru,P2P,3,0,1,0,1.2789121333760818,0.8416546207027075,1,1,359.0,0,4,0,1,0.5525883248924826,0
2025-03-31 08:55:00,u_0,1056.84,r_69,device_49,Chennai,Chennai,P2P,8,0,0,0,-0.28975570728568245,-0.1906888077355203,1,1,351.0,0,4,0,1,0.12504666193668557,0
2025-03-31 23:00:00,u_0,402.17,r_7,device_5,Mumbai,Bengaluru,Merchant,23,0,1,0,-0.7297235653448798,-0.480232530898638,1,1,845.0,0,2,0,0,0.24698287817034514,0
2025-04-01 14:57:00,u_0,3807.19,r_155,device_28,Pune,Pune,Merchant,14,1,0,0,1.5586039218604737,1.0257203434424487,1,1,957.0,0,1,0,1,0.10356079112355598,0
2025-04-01 21:06:00,u_0,1798.1,r_16,device_20,Hyderabad,Ahmedabad,Merchant,21,1,0,0,0.20840454820939258,0.13715144801454102,0,1,369.0,0,2,0,0,0.2254540558069994,0
2025-04-02 01:40:00,u_0,532.18,r_117,device_38,Pune,Pune,P2P,1,2,1,0,-0.6423509635359131,-0.4227324477293513,1,1,274.0,0,2,0,1,0.23980313216656846,0
